,ID,Regularly Dine at Casual Dining Restaurants,Have Dined at Other Mexican Restaurants In last 6 Months,"Gross Annual Income $15,000 or More",Favorite Mexican Restaurant,X1 -- Try New and Different Things,X2 -- Party Person,X3 -- People Come to Me,X4 -- Avoid Fried Foods,X5 -- Likes to Go Out Socially,X6 -- Friends Come to Me,X7 -- Self-Confident,"X8 -- Eat Balanced, Nutritious Meals",X9 -- Buy New Products,X10 -- Careful about What I Eat,X11 -- Try New Brands,X12 -- Friendly Employees,X13 -- Fun Place to Eat,X14 -- Large Size Portions,X15 -- Fresh Food,X16 -- Reasonable Prices,X17 -- Attractive Interior,X18 -- Excellent Food Taste,X19 -- Knowledgeable Employees,X20 -- Proper Food Temperature,X21 -- Speed of Service,X22 -- Satisfaction,X23 -- Likely to Return,X24 -- Likely to Recommend,X25 -- Frequency of Eating at  . . .  ??,X26 -- Price,X27 -- Food Quality,X28 -- Atmosphere,X29 -- Service,x30 -- Distance Driven,X31 -- Ad Recall,X32 -- Gender,X33 -- Number of Children at Home,X34 -- Age,X35 -- Income,X36 -- Innovator,X37 -- Health Conscious,X38 -- Opinion Leader,X39 -- Outgoing,X40 -- Service,X41 -- Food,X42 -- Value,X43 -- Atmosphere
201,80.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,Strongly Agree,6.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,5.0,4.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,75000.0,5.0,5.333333333333333,6.0,4.0,3.0,4.333333333333333,6.0,5.0
202,81.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,5.0,6.0,4.0,5.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,Strongly Agree,5.0,5.0,5.0,Somewhat Infrequently,Least Important,Most Important,3.0,2.0,1 -- 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,105000.0,Strongly Agree,6.0,5.0,4.0,4.666666666666667,4.0,4.5,5.0
203,82.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,5.0,5.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,Very Infrequently,Least Important,Most Important,3.0,2.0,1 -- 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,80000.0,3.6666666666666665,5.0,4.333333333333333,3.0,2.0,4.666666666666667,2.0,5.0
204,84.0,1.0,1.0,1.0,Santa Fe Grill,4.0,3.0,4.0,6.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,Occasionally,2.0,Most Important,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,35000.0,4.0,5.666666666666667,4.666666666666667,3.0,2.3333333333333335,4.0,5.0,4.5
205,85.0,1.0,1.0,1.0,Santa Fe Grill,4.0,3.0,3.0,6.0,3.0,3.0,5.0,6.0,4.0,6.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,Somewhat Infrequently,Least Important,Most Important,3.0,2.0,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,80000.0,4.0,6.0,3.6666666666666665,3.0,3.6666666666666665,3.6666666666666665,2.0,3.5
206,86.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,5.0,5.0,5.0,Strongly Agree,5.0,5.0,6.0,6.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,More Than 2 Children at Home,18 - 25,140000.0,6.666666666666667,5.333333333333333,5.666666666666667,5.0,6.0,4.333333333333333,6.0,6.0
207,87.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,Strongly Agree,6.0,4.0,6.0,6.0,Strongly Agree,3.0,Strongly Agree,3.0,2.0,5.0,6.0,4.0,5.0,5.0,3.0,Strongly Disagree,2.0,3.0,4.0,4.0,4.0,Somewhat Infrequently,Least Important,Most Important,2.0,3.0,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,26 - 34,1250000.0,3.0,6.666666666666667,6.333333333333333,4.0,2.0,3.0,5.5,5.0
208,88.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,25000.0,4.0,5.0,3.3333333333333335,4.0,3.0,4.666666666666667,2.0,5.0
209,92.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,3.0,3.0,4.0,3.0,6.0,3.0,6.0,Strongly Agree,5.0,Strongly Agree,4.0,5.0,6.0,6.0,6.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,6.0,5.0,5.0,Occasionally,Most Important,3.0,Least Important,2.0,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,50 - 59,18000.0,Strongly Agree,5.0,4.0,3.0,6.0,4.666666666666667,6.0,4.5
210,93.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,50 - 59,18000.0,3.0,4.666666666666667,3.0,4.0,2.6666666666666665,5.0,2.0,4.0
211,94.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,3.0,3.0,2.0,6.0,3.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,Strongly Agree,5.0,4.0,5.0,3.0,5.0,Strongly Agree,6.0,4.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,110000.0,Strongly Agree,4.0,4.0,3.0,4.666666666666667,5.666666666666667,5.5,4.5
212,95.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,3.0,3.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,Strongly Agree,6.0,4.0,6.0,3.0,6.0,3.0,6.0,5.0,5.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,120000.0,3.3333333333333335,3.3333333333333335,4.0,4.0,2.6666666666666665,6.333333333333333,6.0,4.5
213,98.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,4.0,3.0,5.0,3.0,2.0,5.0,6.0,6.0,6.0,5.0,6.0,Strongly Disagree,4.0,Strongly Disagree,4.0,4.0,3.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,50 - 59,19000.0,3.0,4.333333333333333,6.0,4.0,1.3333333333333333,5.333333333333333,6.0,5.0
214,99.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,6.0,4.0,Strongly Agree,4.0,6.0,6.0,Strongly Disagree,5.0,Strongly Disagree,5.0,5.0,4.0,Occasionally,3.0,Most Important,Least Important,2.0,Less than 1 mile,Do Not Recall Ads,Female,More Than 2 Children at Home,35 - 49,60000.0,3.0,3.6666666666666665,4.333333333333333,5.0,1.3333333333333333,6.0,4.0,6.0
215,101.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,2.0,3.0,5.0,6.0,2.0,2.0,6.0,4.0,3.0,2.0,6.0,5.0,Strongly Agree,5.0,3.0,Strongly Agree,6.0,5.0,3.0,5.0,5.0,4.0,Somewhat Frequently,3.0,Most Important,Least Important,2.0,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,80000.0,4.0,3.0,3.3333333333333335,5.0,3.6666666666666665,6.333333333333333,5.0,4.5
216,103.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,Strongly Agree,3.0,3.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,6.0,Strongly Agree,5.0,6.0,6.0,Strongly Disagree,Strongly Agree,Strongly Disagree,6.0,5.0,3.0,Somewhat Infrequently,Least Important,3.0,Most Important,Least Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,35 - 49,35000.0,3.0,3.0,6.0,3.0,1.3333333333333333,6.666666666666667,5.5,5.0
217,108.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,Strongly Disagree,4.0,Strongly Disagree,4.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,18 - 25,16000.0,3.0,5.0,4.0,4.0,1.3333333333333333,4.666666666666667,3.0,5.0
218,109.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,Strongly Agree,5.0,5.0,Strongly Agree,Strongly Agree,5.0,Strongly Agree,4.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,Strongly Agree,5.0,5.0,4.0,Occasionally,Most Important,2.0,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,40000.0,Strongly Agree,4.666666666666667,Strongly Agree,5.0,4.666666666666667,5.0,6.0,6.0
219,110.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,Very Infrequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,15000.0,3.6666666666666665,4.666666666666667,5.0,4.0,2.0,5.0,4.0,4.5
220,113.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,Strongly Agree,5.0,Strongly Agree,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,17000.0,6.0,5.666666666666667,6.0,4.0,4.333333333333333,4.0,5.0,5.0
221,114.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,50 - 59,22000.0,4.0,4.666666666666667,5.0,5.0,2.6666666666666665,5.0,4.0,5.0
222,115.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,Strongly Agree,4.0,5.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,Strongly Agree,4.0,3.0,2.0,Very Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,16000.0,6.0,5.666666666666667,4.333333333333333,5.0,4.333333333333333,4.0,3.0,5.5
223,116.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,5.0,6.0,5.0,4.0,6.0,5.0,5.0,Somewhat Frequently,2.0,Most Important,Least Important,3.0,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,100000.0,5.666666666666667,4.0,6.0,5.0,4.666666666666667,5.666666666666667,6.0,6.0
224,117.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,5.0,6.0,4.0,5.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,15000.0,Strongly Agree,6.0,5.0,4.0,4.666666666666667,4.0,4.5,5.0
225,119.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,5.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,Occasionally,Most Important,2.0,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,25000.0,4.0,5.666666666666667,5.0,4.0,2.3333333333333335,4.0,5.0,5.0
226,120.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,6.0,5.0,5.0,Strongly Agree,6.0,5.0,Strongly Agree,6.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,4.0,Strongly Agree,5.0,5.0,4.0,Very Frequently,2.0,Most Important,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,1-2 Children at Home,18 - 25,90000.0,Strongly Agree,5.333333333333333,6.333333333333333,5.0,4.666666666666667,4.666666666666667,6.0,6.0
227,121.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,Strongly Agree,6.0,4.0,6.0,Strongly Agree,Strongly Agree,3.0,Strongly Agree,3.0,2.0,5.0,6.0,4.0,5.0,4.0,3.0,Strongly Disagree,2.0,Strongly Disagree,3.0,2.0,2.0,Very Infrequently,Least Important,Most Important,2.0,3.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,21000.0,3.0,6.666666666666667,6.666666666666667,4.0,1.3333333333333333,3.0,5.5,4.5
228,124.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,2.0,5.0,3.0,2.0,6.0,5.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,Strongly Agree,5.0,6.0,5.0,3.0,5.0,Strongly Agree,6.0,5.0,4.0,Very Frequently,3.0,2.0,Least Important,Most Important,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,120000.0,Strongly Agree,4.0,5.333333333333333,2.0,4.666666666666667,5.666666666666667,5.5,5.5
229,125.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,6.0,3.0,4.0,Strongly Agree,6.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,Strongly Agree,6.0,6.0,6.0,2.0,6.0,2.0,6.0,5.0,5.0,Very Frequently,3.0,2.0,Least Important,Most Important,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,110000.0,3.3333333333333335,3.3333333333333335,6.333333333333333,4.0,2.0,6.333333333333333,6.0,5.5
230,128.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,Strongly Agree,3.0,3.0,2.0,5.0,3.0,Strongly Agree,3.0,5.0,Strongly Agree,3.0,6.0,3.0,4.0,4.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,18 - 25,20000.0,4.333333333333333,3.0,3.3333333333333335,4.0,2.6666666666666665,6.666666666666667,3.0,5.0
231,129.0,1.0,1.0,1.0,Santa Fe Grill,2.0,3.0,6.0,5.0,4.0,Strongly Agree,6.0,6.0,3.0,6.0,3.0,Strongly Disagree,4.0,6.0,5.0,6.0,4.0,4.0,Strongly Disagree,3.0,Strongly Disagree,4.0,4.0,3.0,Very Infrequently,Least Important,Most Important,2.0,3.0,1 -- 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,80000.0,2.6666666666666665,5.666666666666667,6.333333333333333,3.5,Strongly Disagree,4.0,6.0,4.0
232,130.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,6.0,5.0,4.0,Strongly Agree,6.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,Strongly Agree,5.0,4.0,4.0,Occasionally,2.0,Most Important,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,22000.0,Strongly Agree,4.666666666666667,6.333333333333333,4.0,4.666666666666667,5.0,6.0,5.0
233,131.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,2.0,5.0,2.0,3.0,3.0,3.0,Very Infrequently,Least Important,Most Important,2.0,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,24000.0,3.6666666666666665,4.0,3.6666666666666665,3.5,2.0,5.666666666666667,4.0,4.0
234,134.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,5.0,6.0,4.0,6.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,18000.0,Strongly Agree,6.0,5.333333333333333,4.0,4.666666666666667,4.0,5.0,4.0
235,137.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,Somewhat Infrequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,15000.0,3.3333333333333335,4.666666666666667,4.666666666666667,4.5,2.0,5.0,4.0,5.0
236,138.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,4.0,6.0,5.0,4.0,3.0,6.0,4.0,5.0,Strongly Agree,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,Strongly Agree,4.0,3.0,2.0,Very Infrequently,Least Important,Most Important,3.0,2.0,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,60000.0,6.0,5.666666666666667,3.6666666666666665,5.0,4.333333333333333,4.0,3.0,4.0
237,139.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,3.0,6.0,4.0,3.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,Strongly Agree,6.0,6.0,6.0,Somewhat Infrequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,80000.0,6.0,6.0,3.6666666666666665,4.0,4.333333333333333,4.0,2.0,3.0
238,140.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,4.0,3.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,6.0,Strongly Agree,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,Somewhat Frequently,Least Important,3.0,2.0,Most Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,130000.0,5.666666666666667,4.0,4.666666666666667,5.0,4.666666666666667,5.666666666666667,6.0,5.0
239,142.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,5.0,5.0,4.0,6.0,4.0,5.0,6.0,4.0,Strongly Agree,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,23000.0,6.666666666666667,4.666666666666667,5.0,4.0,5.333333333333333,5.0,5.5,5.0
240,143.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,Strongly Agree,6.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,5.0,4.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,6.0,Occasionally,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,80000.0,5.0,5.333333333333333,6.0,4.0,3.0,4.333333333333333,6.0,5.0
241,144.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,6.0,6.0,4.0,5.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,55000.0,Strongly Agree,6.0,5.333333333333333,4.0,4.666666666666667,4.0,4.5,5.0
242,145.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,3.0,5.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,Very Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,35000.0,3.6666666666666665,5.0,3.6666666666666665,3.0,2.0,4.666666666666667,2.0,5.0
243,147.0,1.0,1.0,1.0,Santa Fe Grill,4.0,5.0,4.0,6.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,25000.0,4.0,5.666666666666667,4.666666666666667,4.0,2.3333333333333335,4.0,5.0,4.5
244,148.0,1.0,1.0,1.0,Santa Fe Grill,4.0,3.0,3.0,6.0,3.0,3.0,5.0,6.0,4.0,6.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,Somewhat Infrequently,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,75000.0,4.0,6.0,3.6666666666666665,3.0,2.3333333333333335,3.6666666666666665,2.0,3.5
245,149.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,5.0,5.0,5.0,Strongly Agree,5.0,5.0,6.0,6.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,Strongly Agree,5.0,5.0,4.0,Very Frequently,Most Important,2.0,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,18 - 25,85000.0,6.666666666666667,5.333333333333333,5.666666666666667,5.0,5.666666666666667,4.333333333333333,6.0,6.0
246,150.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,Strongly Agree,6.0,4.0,6.0,6.0,Strongly Agree,3.0,Strongly Agree,3.0,2.0,5.0,6.0,4.0,5.0,5.0,3.0,Strongly Disagree,2.0,Strongly Disagree,3.0,3.0,3.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,21000.0,3.0,6.666666666666667,6.333333333333333,4.0,1.3333333333333333,3.0,5.5,5.0
247,151.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,22000.0,4.0,5.0,3.6666666666666665,4.0,2.3333333333333335,4.666666666666667,2.0,5.0
248,155.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,4.0,4.0,3.0,6.0,3.0,6.0,Strongly Agree,5.0,Strongly Agree,4.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,Strongly Agree,7 = Highly Satisfied,6.0,6.0,Occasionally,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,No Children at Home,50 - 59,200000.0,Strongly Agree,5.0,4.333333333333333,3.5,4.666666666666667,4.666666666666667,6.0,4.5
249,156.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,Strongly Disagree,5.0,Strongly Disagree,5.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,No Children at Home,60 and Over,75000.0,3.0,4.666666666666667,3.0,4.0,1.3333333333333333,5.0,2.0,4.0
250,157.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,2.0,4.0,3.0,2.0,6.0,3.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,Strongly Agree,5.0,4.0,5.0,3.0,5.0,Strongly Agree,6.0,4.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,120000.0,Strongly Agree,4.0,4.333333333333333,2.0,4.666666666666667,5.666666666666667,5.5,4.5
251,158.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,4.0,3.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,Strongly Agree,6.0,4.0,6.0,2.0,6.0,2.0,6.0,5.0,5.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,175000.0,3.3333333333333335,3.3333333333333335,4.333333333333333,4.0,2.0,6.333333333333333,6.0,4.5
252,161.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,4.0,3.0,5.0,3.0,2.0,5.0,6.0,6.0,6.0,5.0,6.0,Strongly Disagree,4.0,Strongly Disagree,4.0,4.0,3.0,Somewhat Infrequently,Least Important,2.0,Most Important,3.0,1 -- 5 miles,Recall Ads,Female,No Children at Home,50 - 59,60000.0,3.0,4.333333333333333,6.0,4.0,1.3333333333333333,5.333333333333333,6.0,5.0
253,162.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,6.0,4.0,Strongly Agree,4.0,6.0,6.0,2.0,5.0,2.0,5.0,5.0,4.0,Occasionally,Least Important,2.0,Most Important,3.0,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,35 - 49,65000.0,3.0,3.6666666666666665,4.333333333333333,5.0,2.0,6.0,4.0,6.0
