uid,company_v,poverq,soverq,pq,satis,repur,recomm,Q19,VN_1009_Q20A,VN_1009_TP01,VN_1009_TP02,VN_1009_TP03,VN_1009_TP04,VN_1009_TP05,VN_1009_TP06,VN_1009_TP07,VN_1009_TP08,VN_1009_TP09,VN_1009_TP10,VN_1009_TP11,VN_1009_TP12,VN_1009_TP13,VN_1009_TP14,VN_1009_TP15,VN_1009_TP16,VN_1009_TP17,VN_1009_TP18,VN_1009_TP19,VN_1009_TP20,VN_1009_TP21,VN_1009_TP21_6specify,VN_1009_TP24_1,VN_1009_TP24_2,VN_1009_TP22,VN_1009_TP23,Q9C_P,Q9D,VN_1009_TP25A,age,race,work,pincome,income,educat,childsupp,marital,gender,house,DOI
480,ZALORA,8,8,8,7,6,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,6,7,6,7,7,6,6,1,1, ,2,2, , ,3,80,1,34,1,1,2,5,7,99,1,1,4,2/13/2018
483,TAOBAO/TMALL,8,8,7,8,8,7,0,8,7,7,9,8,9,7,8,8,9,7,9,8,8,7,9,8,8,9,8,2,1, ,1,2,8, ,6,100,1,42,1,1,3,3,4,4,2,1,4,2/13/2018
484,REEBONZ,8,9,8,8,8,8,0,8,7,7,9,7,8,8,9,7,9,8,8,7,9,7,8,8,7,7,8,2,1, ,1,1,8,7,3,100,2,43,1,1,5,5,8,99,1,1,4,2/13/2018
491,CAROUSELL,7,7,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,8,6,6,8,6,7,7,8,8,6,1,5, ,1,1,7,8,1,500,1,35,1,1,4,4,8,2,2,1,4,2/13/2018
493,CAROUSELL,9,9,9,9,9,8,0,9,8,10,9,9,10,8,10,9,9,8,10,8,9,9,8,8,10,8,9,1,5, ,1,1,7,9,1,1000,1,35,1,1,2,4,7,1,2,1,4,2/14/2018
497,AMAZON,7,7,7,7,7,7,0,7,7,6,8,6,7,7,8,8,6,8,7,7,8,6,8,7,7,6,7,1,1, ,1,2,7, ,2,50,3,28,1,1,3,7,7,4,2,1,4,2/14/2018
500,CAROUSELL,7,8,6,7,7,6,0,7,8,6,7,7,6,8,7,7,8,6,7,7,6,8,6,7,7,8,7,1,6,Bank Transfer,2,1, ,7,2,20,1,22,1,5, ,5,7,99,1,2,4,2/14/2018
512,FAVE,7,6,7,7,6,6,0,7,7,6,6,7,6,6,7,7,6,7,6,6,7,6,7,7,6,6,7,1,1, ,2,1, ,7,3,80,3,32,4,1,5,7,8,3,2,2,4,2/14/2018
513,AMAZON,8,8,8,8,8,8,1,8,9,7,8,8,7,9,8,8,9,7,9,8,8,7,7,9,7,8,8,2,1, ,1,2,8, ,2,150,2,42,2,1,3,6,4,4,2,1,4,2/14/2018
515,REEBONZ,8,7,8,8,8,9,0,8,9,7,8,8,7,9,7,8,8,9,7,9,8,8,9,7,9,8,8,1,2, ,1,1,7,6,1,350,2,28,1,1,3,7,8,4,2,1,4,2/14/2018
519,AMAZON,9,9,9,10,10,8,0,9,10,8,9,9,8,10,9,10,8,10,9,9,10,8,10,9,9,8,9,1,1, ,1,2,8, ,2,80,3,32,2,1,4,7,8,99,1,2,4,2/14/2018
522,ALIEXPRESS,7,6,7,7,7,7,0,7,8,6,7,7,8,6,7,7,8,6,7,7,6,8,7,7,8,6,7,1,6,Fund Transfer,1,1,7,6,3,60,1,43,1,1,4,7,8,3,2,1,4,2/14/2018
526,AMAZON,8,8,8,8,8,8,0,8,9,7,8,8,7,9,8,8,7,9,8,8,8,9,7,9,8,8,7,1,1, ,1,2,8, ,2,100,3,31,1,1,3,5,8,3,2,2,3,02/10/2018
530,EBAY,7,6,7,7,7,6,0,7,8,8,7,7,8,7,8,7,8,6,6,7,8,6,8,7,7,7,6,2,2, ,1,1,6,7,2,250,3,42,1,1,3,6,7,3,2,1,3,02/10/2018
534,TAOBAO/TMALL,9,8,8,9,10,8,1,9,10,8,9,9,8,10,8,9,9,10,8,10,9,9,10,10,8,10,9,1,1, ,2,1, ,9,1,80,2,45,1,1,3,4,6,3,2,1,3,02/10/2018
539,AMAZON,9,10,9,9,9,10,1,9,10,8,9,9,10,8,10,9,9,10,8,10,9,9,10,8,8,10,9,1,6,Debit Card,1,2,8, ,2,60,3,37,3,1,3,5,8,2,2,2,3,02/10/2018
547,ZALORA,8,9,8,8,7,6,0,8,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,1,5, ,1,1,7,8,3,80,1,35,1,1,3,4,7,3,2,2,3,02/10/2018
548,CAROUSELL,7,7,6,6,6,7,0,7,6,6,7,6,7,6,7,7,7,6,7,7,7,7,7,7,6,7,7,1,5, ,2,1, ,7,1,600,1,42,1,1,5,5,8,4,2,1,3,02/10/2018
552,TAOBAO/TMALL,10,8,8,9,9,9,1,9,10,8,9,9,8,10,9,9,10,8,10,9,9,10,8,10,9,9,10,2,1, ,1,2,8, ,3,100,3,30,1,1,3,5,7,4,2,2,3,02/10/2018
553,FAVE,8,8,7,8,8,8,0,8,9,7,8,8,7,9,8,8,9,7,8,8,7,7,97,7,8,8,7,1,6,Debit Card,2,2, , ,1,90,3,23,1,1,2,97,6,99,1,1,3,02/10/2018
559,QOO10,8,8,8,8,8,8,0,8,9,7,8,8,7,9,8,9,7,8,8,7,9,7,8,8,8,7,8,1,3, ,1,1,7,7,3,50,3,28,3,1,2,6,7,99,1,1,3,02/12/2018
563,FAVE,9,10,9,9,10,8,0,9,10,8,9,9,8,10,8,9,9,10,8,10,9,97,10,8,8,9,9,1,6,Debit Card,2,1, ,10,3,50,2,26,1,1,2,5,8,2,2,1,3,02/12/2018
566,LAZADA,7,7,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,8,6,8,7,7,8,8,6,8,7,1,6,Debit Card,1,1,7,7,4,30,3,26,2,1,4,5,8,3,2,2,3,02/12/2018
569,QOO10,9,8,8,8,8,9,1,8,9,7,8,8,9,7,7,9,8,8,9,7,8,8,7,7,9,7,8,1,6,7-11 Store,1,1,8,8,3,50,2,29,1,1,3,5,7,3,2,1,3,02/12/2018
573,QOO10,7,8,8,8,7,7,0,7,7,6,8,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,7,1,3, ,1,2,7, ,1,100,1,41,1,1,5,5,8,4,2,1,3,02/12/2018
575,CAROUSELL,8,8,8,8,8,7,0,8,7,7,9,8,9,7,8,8,7,9,8,8,9,7,8,8,7,7,8,1,5, ,2,1, ,7,2,70,2,27,1,1,4,6,8,3,2,1,3,02/12/2018
579,TAOBAO/TMALL,6,6,6,6,7,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,2,1, ,1,1,6,7,6,70,3,38,1,1,4,5,8,3,2,1,3,02/12/2018
580,ZALORA,7,7,7,7,6,6,0,7,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,1,5, ,1,2,7, ,3,80,3,38,1,1,4,4,8,99,1,2,3,02/12/2018
583,CAROUSELL,9,10,8,9,10,9,0,9,8,10,9,9,10,8,10,9,9,10,8,10,9,9,10,8,8,10,9,1,6,Bank Transfer,1,1,9,9,3,30,2,43,1,1,2,4,5,2,2,2,3,02/12/2018
585,ZALORA,8,8,7,7,6,6,0,7,7,6,6,7,6,7,7,6,6,7,6,7,6,6,7,7,6,7,6,2,1, ,1,2,7, ,1,240,2,27,1,1,3,6,8,99,1,1,3,02/12/2018
586,CAROUSELL,8,7,8,8,8,8,1,8,9,7,8,8,9,7,8,8,7,9,7,8,8,7,9,7,8,8,7,1,5, ,1,1,8,7,1,800,1,37,1,1,4,6,7,4,2,1,3,02/12/2018
589,ZALORA,8,7,9,8,8,8,0,8,7,9,8,8,9,7,9,7,8,8,9,7,9,8,8,7,9,7,8,2,2, ,1,2,7, ,3,50,2,26,1,1,3,5,7,99,1,1,2,02/09/2018
599,TAOBAO/TMALL,7,6,6,7,7,7,0,7,6,6,8,7,7,8,6,8,7,7,8,6,8,7,7,7,8,6,7,2,3, ,1,1,7,7,6,50,3,41,1,3, ,4,7,3,2,2,2,02/09/2018
600,FAVE,7,8,7,7,7,7,0,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,97,6,6,8,7,1,6,Debit Card,2,1, ,6,1,380,2,25,1,1,4,5,8,2,2,1,2,02/09/2018
601,AMAZON,8,8,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,8,8,7,7,8,1,6,Amazon Pay,1,1,8,9,3,100,2,36,1,1,2,6,7,99,1,1,2,02/09/2018
604,FAVE,9,8,9,9,10,8,0,9,10,8,9,9,10,8,10,9,9,10,8,10,9,9,10,8,10,9,9,1,1, ,2,2, , ,1,150,3,48,3,1,4,6,8,3,2,1,2,02/09/2018
605,CAROUSELL,9,9,10,9,9,9,1,9,10,8,9,9,8,10,8,9,9,10,8,8,10,8,9,9,8,8,9,1,5, ,1,1,9,9,6,100,2,28,1,1,3,7,8,99,1,1,2,02/09/2018
609,EBAY,9,9,9,9,9,9,0,9,10,8,9,9,10,8,10,9,9,10,8,10,9,9,10,8,8,10,9,2,2, ,1,1,9,8,3,120,3,37,1,1,2,4,6,99,1,1,2,02/09/2018
613,EBAY,8,9,9,8,8,9,0,8,7,9,8,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,7,2,1, ,1,1,8,8,1,350,3,31,1,1,2,4,7,3,2,1,2,02/09/2018
614,FAVE,6,7,7,7,6,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,7,6,97,6,7,7,6,2,6,Debit Card,2,1, ,8,3,50,3,43,1,3, ,5,8,4,2,2,2,02/09/2018
618,TAOBAO/TMALL,7,8,7,7,7,6,0,7,8,6,7,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,6,3,6,Debit Card,1,1,7,7,3,50,1,32,1,1,3,5,7,2,2,2,2,02/09/2018
619,TAOBAO/TMALL,7,7,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,7,6,1,1, ,1,1,7,6,3,50,3,36,1,1,2,5,7,99,1,2,4,02/11/2018
622,QOO10,8,8,8,8,8,8,1,8,8,7,9,8,9,7,8,8,7,9,8,8,7,7,9,7,8,8,7,1,1, ,1,1,6,6,2,50,1,45,1,1,2,3,3,4,2,2,4,02/11/2018
623,ASOS,7,7,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,6,7,7,6,2,1, ,2,2, , ,2,100,1,41,1,1,2,4,6,3,2,1,4,02/11/2018
631,EBAY,8,9,8,8,8,8,0,8,7,9,8,8,9,7,9,8,8,7,9,7,8,8,9,7,9,8,8,2,1, ,1,1,8,9,1,1600,2,36,1,1,3,5,7,99,1,1,4,02/11/2018
634,EBAY,8,9,8,8,8,9,0,8,7,7,9,7,8,8,7,9,7,8,8,8,7,9,9,7,8,8,7,1,1, ,1,1,8,7,1,600,3,31,1,1,3,4,6,3,2,1,4,02/11/2018
640,EBAY,7,7,8,8,7,6,0,8,8,6,7,7,6,8,6,7,7,6,8,7,7,8,6,8,7,7,6,1,6,Debit Card,1,1,7,8,1,350,3,46,2,1,4,5,8,99,1,2,4,02/12/2018
643,FAVE,8,8,8,8,8,8,0,8,9,7,8,8,7,7,9,7,8,8,7,9,7,8,8,7,7,9,8,1,1, ,1,1,8,7,3,100,3,30,1,1,3,4,7,3,2,2,4,02/12/2018
646,ZALORA,9,9,8,8,7,7,1,7,8,6,7,7,6,8,7,7,8,6,8,7,7,6,8,6,7,7,8,1,2, ,1,2,7, ,3,70,2,25,1,1,3,5,7,99,1,1,4,02/12/2018
649,QOO10,7,7,6,6,6,6,0,6,7,7,6,6,7,6,6,7,6,6,7,6,7,6,6,7,7,6,6,1,1, ,1,1,7,6,6,50,3,32,1,1,6,7,8,3,2,1,4,02/12/2018
650,LAZADA,7,7,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,6,8,6,7,7,6,8,6,7,7,2,2, ,1,2,7, ,4,60,3,34,1,1,3,4,4,4,2,2,4,02/12/2018
652,ZALORA,8,9,8,8,8,8,0,8,9,7,8,8,7,9,8,8,9,7,9,8,8,7,7,9,7,8,8,1,1, ,1,1,8,9,5,80,3,40,1,1,2,4,6,4,2,2,4,2/13/2018
658,LAZADA,7,7,6,6,6,6,0,6,7,6,6,7,7,6,6,6,7,6,7,7,6,7,6,6,7,7,6,2,6,Alipay,2,2, , ,1,180,1,44,1,1,2,5,7,4,2,2,4,2/13/2018
661,QOO10,9,9,9,9,9,9,0,9,10,10,8,10,9,9,8,10,9,9,10,8,8,10,8,9,9,8,9,2,1, ,1,1,9,8,6,50,1,38,1,1,1,97,4,2,2,2,4,2/13/2018
664,EBAY,7,8,7,7,7,7,0,7,6,8,7,7,8,6,8,7,7,8,6,7,7,6,6,8,6,7,7,2,2, ,1,1,7,7,1,400,3,33,1,3, ,98,7,1,2,2,4,2/13/2018
665,WISH,8,9,8,8,8,8,1,8,9,7,8,8,9,7,7,9,7,8,8,7,7,9,7,8,8,7,8,1,6,Applepay,1,2,8, ,2,55,2,26,2,1,2,5,7,3,2,2,4,2/13/2018
670,FAVE,8,9,8,8,9,8,0,8,9,7,8,8,9,7,9,8,8,7,9,9,7,8,8,7,9,7,8,1,1, ,1,2,7, ,6,50,3,31,1,1,98,98,7,4,2,1,3,02/12/2018
676,ZALORA,8,7,7,8,8,8,0,8,9,7,8,8,7,7,9,7,8,8,7,9,7,8,8,8,7,7,8,2,2, ,1,2,7, ,2,100,2,31,1,1,3,7,8,99,1,1,3,02/12/2018
677,CAROUSELL,6,6,6,6,6,6,0,6,6,7,6,7,6,6,7,7,6,7,6,6,7,6,7,7,6,6,7,1,5, ,2,1, ,7,3,40,3,31,1,1,3,4,6,4,2,2,3,02/12/2018
678,TAOBAO/TMALL,9,8,9,9,10,9,0,9,8,8,10,8,10,9,9,10,8,8,10,8,9,9,10,10,8,8,9,2,1, ,1,1,7,8,4,50,3,32,1,1,2,4,7,3,2,2,3,02/12/2018
681,TAOBAO/TMALL,9,9,9,9,10,8,1,9,10,8,9,9,8,10,8,9,9,10,8,8,10,8,9,9,10,8,9,1,1, ,1,1,8,10,8,50,2,47,1,1,3,5,7,2,2,1,3,02/12/2018
689,ASOS,6,6,6,6,6,6,0,6,7,6,7,7,6,7,7,6,7,6,6,7,7,6,7,6,7,6,6,1,6,Debit Card,1,2,7, ,2,120,2,27,1,1,98,98,8,3,2,1,3,02/12/2018
690,SHOPEE,7,8,7,7,7,7,0,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,2,1, ,1,1,7,7,2,60,3,29,1,1,2,5,7,4,2,1,3,02/12/2018
693,TAOBAO/TMALL,7,6,7,7,7,7,0,7,8,6,7,7,6,8,8,6,8,7,7,8,6,7,7,6,6,8,7,2,3, ,1,2,7, ,3,30,3,25,1,1,2,3,6,2,2,2,3,02/12/2018
699,AMAZON,8,9,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,9,7,7,9,7,8,8,7,9,7,2,1, ,1,2,7, ,1,100,1,42,1,1,98,98,8,3,2,2,3,02/09/2018
701,AMAZON,8,8,7,8,8,8,0,8,9,7,8,8,7,7,9,8,8,9,7,9,8,8,9,7,8,8,7,1,1, ,1,2,8, ,2,150,1,39,1,1,4,5,8,3,2,1,3,02/09/2018
706,FAVE,7,6,7,7,7,7,0,7,6,8,7,7,8,7,6,8,7,7,8,6,8,7,7,8,6,7,7,1,1, ,2,1, ,7,2,70,2,29,1,1,2,5,6,4,2,1,3,02/09/2018
714,LAZADA,7,6,7,7,9,7,0,8,9,7,8,8,9,7,8,8,9,7,8,8,7,9,7,8,8,7,8,1,1, ,1,2,8, ,1,38,1,35,1,1,5,7,8,3,2,2,3,02/09/2018
715,AMAZON,7,7,7,7,7,7,0,7,8,6,7,7,6,8,8,6,7,7,6,8,6,7,7,6,8,6,7,1,1, ,1,2,7, ,1,90,1,43,1,1,5,6,8,2,2,1,3,02/09/2018
716,EBAY,8,8,7,8,8,7,1,8,9,7,8,8,7,9,8,8,9,7,9,8,8,7,7,9,7,8,7,2,2, ,1,1,7,6,2,200,2,27,5,1,3,7,7,99,1,1,3,02/09/2018
720,EBAY,7,7,9,7,6,6,0,6,7,6,7,7,6,6,7,7,6,7,7,6,7,6,6,7,7,6,6,2,2, ,1,1,6,7,1,550,1,29,1,1,4,7,8,4,2,2,3,02/09/2018
721,ALIEXPRESS,8,6,6,7,7,8,0,7,8,6,7,7,6,8,6,8,7,7,8,6,8,7,7,6,6,8,7,1,1, ,1,1,7,7,6,30,2,49,1,1,5,7,8,3,2,1,3,02/09/2018
726,CAROUSELL,7,7,7,7,8,6,0,7,8,6,6,8,6,7,7,6,8,7,7,8,6,8,7,7,7,8,6,1,5, ,1,1,7,6,4,40,1,42,1,1,4,8,8,2,2,2,3,02/09/2018
728,SHOPEE,7,7,7,7,7,6,0,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,6,8,7,7,8,2,6,Debit Card,1,2,7, ,3,40,2,33,2,3, ,5,7,2,2,2,3,02/09/2018
732,REEBONZ,8,9,7,8,8,8,0,8,7,7,9,7,8,8,7,7,9,7,8,8,9,7,7,8,7,9,8,1,1, ,1,1,7,8,2,200,3,27,1,1,4,8,8,99,1,2,3,02/10/2018
735,ALIEXPRESS,8,6,7,7,7,7,0,7,8,6,7,7,6,8,6,8,7,7,8,8,6,8,7,7,8,8,7,1,1, ,1,1,7,6,2,50,3,46,1,1,4,7,8,99,1,2,3,02/10/2018
740,QOO10,8,6,8,8,7,6,0,8,8,6,7,7,8,6,6,8,7,7,8,6,7,7,6,8,7,7,7,2,1, ,1,1,6,7,6,25,3,34,1,1,2,6,7,99,1,1,3,02/10/2018
741,EBAY,7,8,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,8,6,6,8,6,7,7,8,6,8,1,2, ,1,1,7,7,1,290,2,25,1,1,4,7,8,2,2,2,3,02/10/2018
744,FAVE,8,9,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,9,7,7,9,97,8,8,7,7,8,1,1, ,2,1, ,8,3,80,1,36,1,1,3,8,8,99,1,2,3,02/10/2018
745,WISH,8,9,8,8,9,9,0,9,8,8,10,8,10,9,9,10,8,10,9,9,10,8,8,10,8,9,9,1,6,Debit Card,1,2,8, ,2,70,2,26,1,1,4,5,8,3,2,1,3,02/10/2018
753,CAROUSELL,7,7,7,7,7,6,0,7,6,8,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,6,7,1,5, ,1,1,7,6,6,30,2,30,2,1,4,5,8,3,2,2,2,2/14/2018
757,AMAZON,7,7,6,6,6,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,6,7,1,6,Debit Card,1,2,7, ,1,40,3,24,1,1,2,6,7,99,1,2,2,2/14/2018
758,WISH,9,9,9,9,10,9,1,9,10,8,9,9,8,10,8,9,9,10,8,9,9,8,10,9,9,8,9,1,1, ,1,2,7, ,2,70,2,31,1,1,2,4,8,3,2,2,2,2/14/2018
762,QOO10,9,10,9,10,10,9,0,10,10,8,9,9,8,10,9,9,10,8,9,9,8,10,10,8,9,8,8,1,6,Fund Transfer,1,1,7,10,3,30,2,23,1,1,98,98,6,99,1,1,2,2/14/2018
763,ZALORA,9,8,9,9,9,8,0,9,8,10,9,9,10,8,10,9,9,10,8,9,8,10,9,9,8,8,9,1,5, ,2,2, , ,1,239,2,34,2,1,4,5,8,3,2,1,2,2/14/2018
764,EZBUY,5,4,5,5,5,4,0,5,7,6,7,7,5,6,5,4,6,7,6,6,5,7,6,7,3,5,5,2,1, ,1,2,5, ,2,40,2,43,1,1,4,6,8,99,1,1,2,2/14/2018
767,QOO10,7,8,8,7,7,7,0,7,8,6,7,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,7,2,3, ,1,1,7,6,3,40,1,41,5,1,2,4,7,3,2,2,2,2/14/2018
768,ZALORA,8,8,8,8,7,6,0,7,8,6,7,7,8,6,8,7,7,8,6,7,7,6,8,6,7,7,6,1,2, ,1,2,7, ,2,60,3,25,1,1,3,6,8,99,1,2,2,2/14/2018
772,EZBUY,7,7,7,7,7,7,0,7,6,8,7,7,8,6,8,7,7,8,6,6,8,6,7,7,6,6,7,1,6,ibanking,2,1, ,8,1,100,2,45,1,1,2,97,4,1,2,1,2,2/14/2018
776,QOO10,7,7,7,6,6,6,0,6,7,6,6,7,6,7,7,6,7,6,6,7,7,6,6,7,6,7,7,1,6,Fund Transfer,1,1,7,7,2,40,3,40,1,1,2,5,7,3,2,2,2,02/09/2018
777,AMAZON,6,6,7,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,6,7,1,1, ,1,2,6, ,1,120,2,30,1,1,3,3,8,1,2,1,3,2/25/2018
779,ZALORA,8,9,9,8,8,8,1,8,8,7,9,8,9,7,8,9,8,8,7,9,7,8,8,8,7,7,9,1,1, ,1,1,8,8,2,75,3,30,1,1,3,4,6,4,2,2,3,2/25/2018
781,QOO10,7,8,8,7,7,7,0,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,7,1,3, ,1,1,7,6,5,50,2,37,1,1,1,4,6,1,2,1,3,2/25/2018
786,TAOBAO/TMALL,7,6,6,6,7,6,0,7,6,7,7,6,7,6,6,7,6,7,7,6,6,6,7,7,6,7,6,1,6,Debit Card,1,1,7,6,3,50,2,22,1,1,98,98,7,99,1,1,3,2/25/2018
792,CAROUSELL,7,6,7,7,7,7,0,7,6,8,7,7,8,6,8,7,7,8,6,6,8,7,8,6,8,7,7,1,5, ,1,1,7,8,1,180,3,26,1,1,4,5,6,3,2,1,3,2/25/2018
796,EBAY,7,7,7,7,7,7,0,7,8,6,7,7,6,8,7,8,6,7,7,6,8,6,7,7,6,7,7,2,2, ,1,1,7,8,1,200,2,43,2,1,98,98,8,4,2,2,3,2/24/2018
802,QOO10,8,9,7,8,8,8,0,8,8,9,7,8,7,9,8,8,9,7,7,9,7,8,8,7,7,9,8,1,1, ,1,1,8,6,4,80,3,32,1,1,5,6,8,99,1,2,3,2/24/2018
808,FAVE,8,9,8,8,8,7,0,8,7,9,8,8,9,7,7,9,7,8,8,7,9,8,97,9,7,9,8,1,1, ,1,2,8, ,5,50,2,29,1,1,2,4,7,99,1,1,3,2/24/2018
809,CAROUSELL,8,7,8,8,8,7,0,8,8,7,9,7,8,8,7,9,7,8,8,9,7,7,9,7,8,8,7,1,5, ,1,1,8,8,3,125,2,34,1,1,3,4,4,99,1,1,3,2/24/2018
811,CAROUSELL,7,7,7,7,7,7,0,7,6,6,8,7,8,6,7,7,8,8,6,8,7,7,8,6,8,8,7,2,5, ,1,1,7,8,2,100,3,37,1,1,4,5,8,99,1,2,3,2/24/2018
814,CAROUSELL,8,9,8,8,8,8,1,8,7,9,8,8,9,7,9,8,8,9,7,7,9,8,9,7,8,8,9,1,6,Bank Transfer,1,1,8,7,3,60,3,38,1,1,1,4,6,2,2,2,3,2/24/2018
816,EBAY,9,10,9,9,9,10,1,9,10,8,9,9,10,8,8,10,9,10,8,10,9,9,10,10,8,9,9,2,1, ,1,1,9,9,1,1000,2,26,1,1,1,3,6,99,1,2,3,2/24/2018
820,QOO10,7,8,8,8,7,7,0,7,6,6,8,7,8,6,8,7,7,8,8,6,8,7,7,8,6,8,7,2,1, ,1,1,7,6,1,120,1,38,1,1,1,2,6,99,1,1,3,2/24/2018
825,AMAZON,8,7,8,8,8,8,0,8,9,7,8,8,7,9,8,9,7,8,8,9,7,7,9,7,8,8,7,2,1, ,1,2,8, ,2,180,3,41,1,1,3,3,7,2,2,1,3,2/24/2018
827,FAVE,7,7,7,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,97,7,6,6,7,1,1, ,1,1,6,6,2,70,1,27,1,1,2,5,7,99,1,2,3,2/25/2018
833,SHOPBOP,7,7,7,7,7,6,0,7,6,6,8,7,8,6,7,7,6,8,7,8,6,8,7,7,6,6,7,2,1, ,1,2,7, ,1,200,1,40,1,1,4,5,7,3,2,2,3,2/25/2018
838,QOO10,7,7,7,7,6,6,0,7,7,6,6,7,6,7,7,6,7,6,6,7,7,6,7,6,6,7,6,1,4, ,1,1,6,6,3,20,2,23,1,1,2,5,7,99,1,2,3,2/25/2018
842,AMAZON,9,9,9,9,9,9,1,9,8,10,9,9,10,8,8,10,8,9,9,10,8,9,9,8,8,10,9,1,1, ,1,1,9,7,3,100,2,35,1,1,4,4,8,3,2,1,3,2/25/2018
843,EZBUY,9,10,9,9,10,9,0,9,8,8,10,9,8,10,9,10,8,10,9,9,10,8,10,9,9,10,9,2,1, ,1,2,9, ,4,80,3,38,1,1,3,4,4,2,2,1,3,2/25/2018
848,FAVE,7,8,7,6,6,8,0,7,6,8,7,7,6,6,8,6,7,7,6,6,7,8,6,7,7,6,7,2,6,Debit Card,1,2,7, ,2,300,3,35,1,1,2,4,7,3,2,1,3,2/25/2018
849,QOO10,8,7,8,8,8,9,0,8,9,7,8,8,9,7,9,8,8,7,7,9,7,8,8,9,7,7,8,2,3, ,1,1,9,7,6,40,3,43,1,1,4,6,8,4,2,2,3,2/25/2018
851,ZALORA,9,9,9,10,10,8,0,10,10,8,9,9,10,8,10,9,8,9,9,10,8,10,9,9,8,10,9,2,1, ,1,2,8, ,3,40,3,40,1,1,3,7,7,4,2,2,3,2/25/2018
852,AMAZON,9,9,9,9,10,7,1,9,10,8,9,9,8,10,9,10,8,9,9,8,10,8,9,9,8,10,9,1,1, ,1,2,8, ,2,100,1,28,1,1,2,5,6,99,1,2,3,2/25/2018
861,FAVE,9,9,9,9,9,9,0,9,8,10,9,9,10,8,8,10,8,9,9,10,8,10,9,9,8,10,9,1,1, ,2,1, ,9,6,80,1,33,1,1,5,7,8,99,1,2,4,2/24/2018
867,CAROUSELL,7,8,7,7,7,7,0,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,8,8,6,8,7,1,5, ,1,1,7,7,3,150,3,39,2,1,3,7,7,99,1,1,4,2/24/2018
869,TAOBAO/TMALL,9,8,9,9,9,9,0,9,8,9,8,10,9,10,8,9,9,8,10,9,9,8,8,10,9,8,9,2,1, ,1,1,9,8,3,200,3,35,1,1,5,7,8,3,2,1,4,2/24/2018
871,CAROUSELL,8,9,7,8,8,8,1,8,7,8,7,9,9,7,8,8,9,7,8,8,7,7,9,9,7,7,8,1,5, ,1,1,8,8,3,100,3,33,1,1,7,8,8,4,2,2,4,2/24/2018
877,EBAY,8,9,7,8,8,8,0,8,7,7,9,8,9,7,8,8,9,7,7,9,8,8,9,7,9,8,8,2,1, ,2,1, ,7,1,650,3,33,1,1,5,8,8,4,2,1,4,2/24/2018
881,LAZADA,8,7,7,8,9,8,0,9,8,8,9,8,10,9,10,8,9,9,8,10,9,8,9,9,8,8,10,1,2, ,2,2, , ,1,130,2,28,1,1,2,6,7,3,2,1,4,2/24/2018
887,ZALORA,7,7,9,8,8,9,0,8,9,7,8,8,9,7,7,9,8,9,7,8,8,9,7,7,9,8,8,1,2, ,1,2,8, ,3,90,3,32,1,1,4,7,8,4,2,2,4,2/24/2018
889,QOO10,8,9,8,8,8,9,1,8,9,7,8,8,9,7,7,9,7,8,8,9,7,8,8,7,8,7,9,1,6,Bank Transfer,1,1,8,8,3,50,1,29,1,1,4,6,8,3,2,2,4,2/24/2018
891,LAZADA,6,6,6,6,6,6,0,6,7,6,7,7,6,7,6,7,6,6,7,6,7,6,6,7,7,6,6,2,1, ,1,2,8, ,3,100,2,35,1,1,4,5,8,2,2,1,3,2/23/2018
898,TAOBAO/TMALL,9,10,9,9,9,9,0,9,10,8,9,9,10,8,10,8,9,9,10,8,10,9,10,8,9,9,8,2,1, ,1,1,9,7,5,100,2,43,1,1,2,5,7,99,1,1,3,2/23/2018
