,ID,Company,Prod_Quality,Service_Quality,Price_Value,Satisfaction,Repurchase,Recommend,Recommend_Site,Satisfaction_With,Variety_Prods,Variety_Prods_Needs,Ease_Navigation,Ease_Prods_Needs,Availability_Prods,Discounts,Info_Prods,Ease_Comparing,Ease_Special_Needs,Ease_Cart,Ease_Check_Out,Security,Delivery,Delivery_Range,Order_Tracking,Delivery_Time,Fidelity_Prods,Feedback,Return_Policies,Channel_Pref,Pay_Pref,Pay_Pref_Other,Read_Reviews,Interacted_Seller,Satisfaction_Reviews,Satisfaction_Channels_Seller,No_Purchases_6m,Amount_Spent_3m,Shop_Behavior,Age,Race,Employment,Income_Personal,Income_House,Ed,No_Children,Marital,Gender,House_Type,Date_Interview
118,473,QOO10,8,8,8,7,8,5,0,7,9,7,7,6,8,9,7,6,6,8,8,9,7,8,6,8,9,7,6,1,4, ,1,2,7, ,2,90,1,36,5,1,1,3,7,2,2,2,2,2/20/2018
119,475,FAVE,7,7,7,7,6,5,0,7,7,8,7,6,6,8,7,8,97,7,8,7,7,8,97,7,7,8,97,1,1, ,1,2,7, ,9,40,2,32,1,1,1,4,7,1,2,1,2,2/20/2018
120,480,ZALORA,8,8,8,7,6,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,6,7,6,7,7,6,6,1,1, ,2,2, , ,3,80,1,34,1,1,2,5,7,99,1,1,4,2/13/2018
121,483,TAOBAO/TMALL,8,8,7,8,8,7,0,8,7,7,9,8,9,7,8,8,9,7,9,8,8,7,9,8,8,9,8,2,1, ,1,2,8, ,6,100,1,42,1,1,3,3,4,4,2,1,4,2/13/2018
122,484,REEBONZ,8,9,8,8,8,8,0,8,7,7,9,7,8,8,9,7,9,8,8,7,9,7,8,8,7,7,8,2,1, ,1,1,8,7,3,100,2,43,1,1,5,5,8,99,1,1,4,2/13/2018
123,491,CAROUSELL,7,7,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,8,6,6,8,6,7,7,8,8,6,1,5, ,1,1,7,8,1,500,1,35,1,1,4,4,8,2,2,1,4,2/13/2018
124,493,CAROUSELL,9,9,9,9,9,8,0,9,8,10,9,9,10,8,10,9,9,8,10,8,9,9,8,8,10,8,9,1,5, ,1,1,7,9,1,1000,1,35,1,1,2,4,7,1,2,1,4,2/14/2018
125,497,AMAZON,7,7,7,7,7,7,0,7,7,6,8,6,7,7,8,8,6,8,7,7,8,6,8,7,7,6,7,1,1, ,1,2,7, ,2,50,3,28,1,1,3,7,7,4,2,1,4,2/14/2018
126,500,CAROUSELL,7,8,6,7,7,6,0,7,8,6,7,7,6,8,7,7,8,6,7,7,6,8,6,7,7,8,7,1,6,Bank Transfer,2,1, ,7,2,20,1,22,1,5, ,5,7,99,1,2,4,2/14/2018
127,512,FAVE,7,6,7,7,6,6,0,7,7,6,6,7,6,6,7,7,6,7,6,6,7,6,7,7,6,6,7,1,1, ,2,1, ,7,3,80,3,32,4,1,5,7,8,3,2,2,4,2/14/2018
128,513,AMAZON,8,8,8,8,8,8,1,8,9,7,8,8,7,9,8,8,9,7,9,8,8,7,7,9,7,8,8,2,1, ,1,2,8, ,2,150,2,42,2,1,3,6,4,4,2,1,4,2/14/2018
129,515,REEBONZ,8,7,8,8,8,9,0,8,9,7,8,8,7,9,7,8,8,9,7,9,8,8,9,7,9,8,8,1,2, ,1,1,7,6,1,350,2,28,1,1,3,7,8,4,2,1,4,2/14/2018
130,519,AMAZON,9,9,9,10,10,8,0,9,10,8,9,9,8,10,9,10,8,10,9,9,10,8,10,9,9,8,9,1,1, ,1,2,8, ,2,80,3,32,2,1,4,7,8,99,1,2,4,2/14/2018
131,522,ALIEXPRESS,7,6,7,7,7,7,0,7,8,6,7,7,8,6,7,7,8,6,7,7,6,8,7,7,8,6,7,1,6,Fund Transfer,1,1,7,6,3,60,1,43,1,1,4,7,8,3,2,1,4,2/14/2018
132,526,AMAZON,8,8,8,8,8,8,0,8,9,7,8,8,7,9,8,8,7,9,8,8,8,9,7,9,8,8,7,1,1, ,1,2,8, ,2,100,3,31,1,1,3,5,8,3,2,2,3,02/10/2018
133,530,EBAY,7,6,7,7,7,6,0,7,8,8,7,7,8,7,8,7,8,6,6,7,8,6,8,7,7,7,6,2,2, ,1,1,6,7,2,250,3,42,1,1,3,6,7,3,2,1,3,02/10/2018
134,534,TAOBAO/TMALL,9,8,8,9,10,8,1,9,10,8,9,9,8,10,8,9,9,10,8,10,9,9,10,10,8,10,9,1,1, ,2,1, ,9,1,80,2,45,1,1,3,4,6,3,2,1,3,02/10/2018
135,539,AMAZON,9,10,9,9,9,10,1,9,10,8,9,9,10,8,10,9,9,10,8,10,9,9,10,8,8,10,9,1,6,Debit Card,1,2,8, ,2,60,3,37,3,1,3,5,8,2,2,2,3,02/10/2018
136,547,ZALORA,8,9,8,8,7,6,0,8,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,1,5, ,1,1,7,8,3,80,1,35,1,1,3,4,7,3,2,2,3,02/10/2018
137,548,CAROUSELL,7,7,6,6,6,7,0,7,6,6,7,6,7,6,7,7,7,6,7,7,7,7,7,7,6,7,7,1,5, ,2,1, ,7,1,600,1,42,1,1,5,5,8,4,2,1,3,02/10/2018
138,552,TAOBAO/TMALL,10,8,8,9,9,9,1,9,10,8,9,9,8,10,9,9,10,8,10,9,9,10,8,10,9,9,10,2,1, ,1,2,8, ,3,100,3,30,1,1,3,5,7,4,2,2,3,02/10/2018
139,553,FAVE,8,8,7,8,8,8,0,8,9,7,8,8,7,9,8,8,9,7,8,8,7,7,97,7,8,8,7,1,6,Debit Card,2,2, , ,1,90,3,23,1,1,2,97,6,99,1,1,3,02/10/2018
140,559,QOO10,8,8,8,8,8,8,0,8,9,7,8,8,7,9,8,9,7,8,8,7,9,7,8,8,8,7,8,1,3, ,1,1,7,7,3,50,3,28,3,1,2,6,7,99,1,1,3,02/12/2018
141,563,FAVE,9,10,9,9,10,8,0,9,10,8,9,9,8,10,8,9,9,10,8,10,9,97,10,8,8,9,9,1,6,Debit Card,2,1, ,10,3,50,2,26,1,1,2,5,8,2,2,1,3,02/12/2018
142,566,LAZADA,7,7,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,8,6,8,7,7,8,8,6,8,7,1,6,Debit Card,1,1,7,7,4,30,3,26,2,1,4,5,8,3,2,2,3,02/12/2018
143,569,QOO10,9,8,8,8,8,9,1,8,9,7,8,8,9,7,7,9,8,8,9,7,8,8,7,7,9,7,8,1,6,7-11 Store,1,1,8,8,3,50,2,29,1,1,3,5,7,3,2,1,3,02/12/2018
144,573,QOO10,7,8,8,8,7,7,0,7,7,6,8,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,7,1,3, ,1,2,7, ,1,100,1,41,1,1,5,5,8,4,2,1,3,02/12/2018
145,575,CAROUSELL,8,8,8,8,8,7,0,8,7,7,9,8,9,7,8,8,7,9,8,8,9,7,8,8,7,7,8,1,5, ,2,1, ,7,2,70,2,27,1,1,4,6,8,3,2,1,3,02/12/2018
146,579,TAOBAO/TMALL,6,6,6,6,7,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,2,1, ,1,1,6,7,6,70,3,38,1,1,4,5,8,3,2,1,3,02/12/2018
147,580,ZALORA,7,7,7,7,6,6,0,7,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,1,5, ,1,2,7, ,3,80,3,38,1,1,4,4,8,99,1,2,3,02/12/2018
148,583,CAROUSELL,9,10,8,9,10,9,0,9,8,10,9,9,10,8,10,9,9,10,8,10,9,9,10,8,8,10,9,1,6,Bank Transfer,1,1,9,9,3,30,2,43,1,1,2,4,5,2,2,2,3,02/12/2018
149,585,ZALORA,8,8,7,7,6,6,0,7,7,6,6,7,6,7,7,6,6,7,6,7,6,6,7,7,6,7,6,2,1, ,1,2,7, ,1,240,2,27,1,1,3,6,8,99,1,1,3,02/12/2018
150,586,CAROUSELL,8,7,8,8,8,8,1,8,9,7,8,8,9,7,8,8,7,9,7,8,8,7,9,7,8,8,7,1,5, ,1,1,8,7,1,800,1,37,1,1,4,6,7,4,2,1,3,02/12/2018
151,589,ZALORA,8,7,9,8,8,8,0,8,7,9,8,8,9,7,9,7,8,8,9,7,9,8,8,7,9,7,8,2,2, ,1,2,7, ,3,50,2,26,1,1,3,5,7,99,1,1,2,02/09/2018
152,599,TAOBAO/TMALL,7,6,6,7,7,7,0,7,6,6,8,7,7,8,6,8,7,7,8,6,8,7,7,7,8,6,7,2,3, ,1,1,7,7,6,50,3,41,1,3, ,4,7,3,2,2,2,02/09/2018
153,600,FAVE,7,8,7,7,7,7,0,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,97,6,6,8,7,1,6,Debit Card,2,1, ,6,1,380,2,25,1,1,4,5,8,2,2,1,2,02/09/2018
154,601,AMAZON,8,8,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,8,8,7,7,8,1,6,Amazon Pay,1,1,8,9,3,100,2,36,1,1,2,6,7,99,1,1,2,02/09/2018
155,604,FAVE,9,8,9,9,10,8,0,9,10,8,9,9,10,8,10,9,9,10,8,10,9,9,10,8,10,9,9,1,1, ,2,2, , ,1,150,3,48,3,1,4,6,8,3,2,1,2,02/09/2018
156,605,CAROUSELL,9,9,10,9,9,9,1,9,10,8,9,9,8,10,8,9,9,10,8,8,10,8,9,9,8,8,9,1,5, ,1,1,9,9,6,100,2,28,1,1,3,7,8,99,1,1,2,02/09/2018
157,609,EBAY,9,9,9,9,9,9,0,9,10,8,9,9,10,8,10,9,9,10,8,10,9,9,10,8,8,10,9,2,2, ,1,1,9,8,3,120,3,37,1,1,2,4,6,99,1,1,2,02/09/2018
158,613,EBAY,8,9,9,8,8,9,0,8,7,9,8,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,7,2,1, ,1,1,8,8,1,350,3,31,1,1,2,4,7,3,2,1,2,02/09/2018
159,614,FAVE,6,7,7,7,6,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,7,6,97,6,7,7,6,2,6,Debit Card,2,1, ,8,3,50,3,43,1,3, ,5,8,4,2,2,2,02/09/2018
160,618,TAOBAO/TMALL,7,8,7,7,7,6,0,7,8,6,7,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,6,3,6,Debit Card,1,1,7,7,3,50,1,32,1,1,3,5,7,2,2,2,2,02/09/2018
161,619,TAOBAO/TMALL,7,7,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,7,6,1,1, ,1,1,7,6,3,50,3,36,1,1,2,5,7,99,1,2,4,02/11/2018
162,622,QOO10,8,8,8,8,8,8,1,8,8,7,9,8,9,7,8,8,7,9,8,8,7,7,9,7,8,8,7,1,1, ,1,1,6,6,2,50,1,45,1,1,2,3,3,4,2,2,4,02/11/2018
163,623,ASOS,7,7,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,6,7,7,6,2,1, ,2,2, , ,2,100,1,41,1,1,2,4,6,3,2,1,4,02/11/2018
164,631,EBAY,8,9,8,8,8,8,0,8,7,9,8,8,9,7,9,8,8,7,9,7,8,8,9,7,9,8,8,2,1, ,1,1,8,9,1,1600,2,36,1,1,3,5,7,99,1,1,4,02/11/2018
165,634,EBAY,8,9,8,8,8,9,0,8,7,7,9,7,8,8,7,9,7,8,8,8,7,9,9,7,8,8,7,1,1, ,1,1,8,7,1,600,3,31,1,1,3,4,6,3,2,1,4,02/11/2018
166,640,EBAY,7,7,8,8,7,6,0,8,8,6,7,7,6,8,6,7,7,6,8,7,7,8,6,8,7,7,6,1,6,Debit Card,1,1,7,8,1,350,3,46,2,1,4,5,8,99,1,2,4,02/12/2018
167,643,FAVE,8,8,8,8,8,8,0,8,9,7,8,8,7,7,9,7,8,8,7,9,7,8,8,7,7,9,8,1,1, ,1,1,8,7,3,100,3,30,1,1,3,4,7,3,2,2,4,02/12/2018
168,646,ZALORA,9,9,8,8,7,7,1,7,8,6,7,7,6,8,7,7,8,6,8,7,7,6,8,6,7,7,8,1,2, ,1,2,7, ,3,70,2,25,1,1,3,5,7,99,1,1,4,02/12/2018
169,649,QOO10,7,7,6,6,6,6,0,6,7,7,6,6,7,6,6,7,6,6,7,6,7,6,6,7,7,6,6,1,1, ,1,1,7,6,6,50,3,32,1,1,6,7,8,3,2,1,4,02/12/2018
170,650,LAZADA,7,7,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,6,8,6,7,7,6,8,6,7,7,2,2, ,1,2,7, ,4,60,3,34,1,1,3,4,4,4,2,2,4,02/12/2018
171,652,ZALORA,8,9,8,8,8,8,0,8,9,7,8,8,7,9,8,8,9,7,9,8,8,7,7,9,7,8,8,1,1, ,1,1,8,9,5,80,3,40,1,1,2,4,6,4,2,2,4,2/13/2018
172,658,LAZADA,7,7,6,6,6,6,0,6,7,6,6,7,7,6,6,6,7,6,7,7,6,7,6,6,7,7,6,2,6,Alipay,2,2, , ,1,180,1,44,1,1,2,5,7,4,2,2,4,2/13/2018
173,661,QOO10,9,9,9,9,9,9,0,9,10,10,8,10,9,9,8,10,9,9,10,8,8,10,8,9,9,8,9,2,1, ,1,1,9,8,6,50,1,38,1,1,1,97,4,2,2,2,4,2/13/2018
174,664,EBAY,7,8,7,7,7,7,0,7,6,8,7,7,8,6,8,7,7,8,6,7,7,6,6,8,6,7,7,2,2, ,1,1,7,7,1,400,3,33,1,3, ,98,7,1,2,2,4,2/13/2018
175,665,WISH,8,9,8,8,8,8,1,8,9,7,8,8,9,7,7,9,7,8,8,7,7,9,7,8,8,7,8,1,6,Applepay,1,2,8, ,2,55,2,26,2,1,2,5,7,3,2,2,4,2/13/2018
176,670,FAVE,8,9,8,8,9,8,0,8,9,7,8,8,9,7,9,8,8,7,9,9,7,8,8,7,9,7,8,1,1, ,1,2,7, ,6,50,3,31,1,1,98,98,7,4,2,1,3,02/12/2018
177,676,ZALORA,8,7,7,8,8,8,0,8,9,7,8,8,7,7,9,7,8,8,7,9,7,8,8,8,7,7,8,2,2, ,1,2,7, ,2,100,2,31,1,1,3,7,8,99,1,1,3,02/12/2018
178,677,CAROUSELL,6,6,6,6,6,6,0,6,6,7,6,7,6,6,7,7,6,7,6,6,7,6,7,7,6,6,7,1,5, ,2,1, ,7,3,40,3,31,1,1,3,4,6,4,2,2,3,02/12/2018
179,678,TAOBAO/TMALL,9,8,9,9,10,9,0,9,8,8,10,8,10,9,9,10,8,8,10,8,9,9,10,10,8,8,9,2,1, ,1,1,7,8,4,50,3,32,1,1,2,4,7,3,2,2,3,02/12/2018
180,681,TAOBAO/TMALL,9,9,9,9,10,8,1,9,10,8,9,9,8,10,8,9,9,10,8,8,10,8,9,9,10,8,9,1,1, ,1,1,8,10,8,50,2,47,1,1,3,5,7,2,2,1,3,02/12/2018
181,689,ASOS,6,6,6,6,6,6,0,6,7,6,7,7,6,7,7,6,7,6,6,7,7,6,7,6,7,6,6,1,6,Debit Card,1,2,7, ,2,120,2,27,1,1,98,98,8,3,2,1,3,02/12/2018
182,690,SHOPEE,7,8,7,7,7,7,0,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,2,1, ,1,1,7,7,2,60,3,29,1,1,2,5,7,4,2,1,3,02/12/2018
183,693,TAOBAO/TMALL,7,6,7,7,7,7,0,7,8,6,7,7,6,8,8,6,8,7,7,8,6,7,7,6,6,8,7,2,3, ,1,2,7, ,3,30,3,25,1,1,2,3,6,2,2,2,3,02/12/2018
184,699,AMAZON,8,9,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,9,7,7,9,7,8,8,7,9,7,2,1, ,1,2,7, ,1,100,1,42,1,1,98,98,8,3,2,2,3,02/09/2018
185,701,AMAZON,8,8,7,8,8,8,0,8,9,7,8,8,7,7,9,8,8,9,7,9,8,8,9,7,8,8,7,1,1, ,1,2,8, ,2,150,1,39,1,1,4,5,8,3,2,1,3,02/09/2018
186,706,FAVE,7,6,7,7,7,7,0,7,6,8,7,7,8,7,6,8,7,7,8,6,8,7,7,8,6,7,7,1,1, ,2,1, ,7,2,70,2,29,1,1,2,5,6,4,2,1,3,02/09/2018
187,714,LAZADA,7,6,7,7,9,7,0,8,9,7,8,8,9,7,8,8,9,7,8,8,7,9,7,8,8,7,8,1,1, ,1,2,8, ,1,38,1,35,1,1,5,7,8,3,2,2,3,02/09/2018
188,715,AMAZON,7,7,7,7,7,7,0,7,8,6,7,7,6,8,8,6,7,7,6,8,6,7,7,6,8,6,7,1,1, ,1,2,7, ,1,90,1,43,1,1,5,6,8,2,2,1,3,02/09/2018
189,716,EBAY,8,8,7,8,8,7,1,8,9,7,8,8,7,9,8,8,9,7,9,8,8,7,7,9,7,8,7,2,2, ,1,1,7,6,2,200,2,27,5,1,3,7,7,99,1,1,3,02/09/2018
190,720,EBAY,7,7,9,7,6,6,0,6,7,6,7,7,6,6,7,7,6,7,7,6,7,6,6,7,7,6,6,2,2, ,1,1,6,7,1,550,1,29,1,1,4,7,8,4,2,2,3,02/09/2018
191,721,ALIEXPRESS,8,6,6,7,7,8,0,7,8,6,7,7,6,8,6,8,7,7,8,6,8,7,7,6,6,8,7,1,1, ,1,1,7,7,6,30,2,49,1,1,5,7,8,3,2,1,3,02/09/2018
192,726,CAROUSELL,7,7,7,7,8,6,0,7,8,6,6,8,6,7,7,6,8,7,7,8,6,8,7,7,7,8,6,1,5, ,1,1,7,6,4,40,1,42,1,1,4,8,8,2,2,2,3,02/09/2018
193,728,SHOPEE,7,7,7,7,7,6,0,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,6,8,7,7,8,2,6,Debit Card,1,2,7, ,3,40,2,33,2,3, ,5,7,2,2,2,3,02/09/2018
194,732,REEBONZ,8,9,7,8,8,8,0,8,7,7,9,7,8,8,7,7,9,7,8,8,9,7,7,8,7,9,8,1,1, ,1,1,7,8,2,200,3,27,1,1,4,8,8,99,1,2,3,02/10/2018
195,735,ALIEXPRESS,8,6,7,7,7,7,0,7,8,6,7,7,6,8,6,8,7,7,8,8,6,8,7,7,8,8,7,1,1, ,1,1,7,6,2,50,3,46,1,1,4,7,8,99,1,2,3,02/10/2018
196,740,QOO10,8,6,8,8,7,6,0,8,8,6,7,7,8,6,6,8,7,7,8,6,7,7,6,8,7,7,7,2,1, ,1,1,6,7,6,25,3,34,1,1,2,6,7,99,1,1,3,02/10/2018
197,741,EBAY,7,8,7,7,7,7,0,7,8,6,7,7,6,8,6,7,7,8,6,6,8,6,7,7,8,6,8,1,2, ,1,1,7,7,1,290,2,25,1,1,4,7,8,2,2,2,3,02/10/2018
198,744,FAVE,8,9,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,9,7,7,9,97,8,8,7,7,8,1,1, ,2,1, ,8,3,80,1,36,1,1,3,8,8,99,1,2,3,02/10/2018
199,745,WISH,8,9,8,8,9,9,0,9,8,8,10,8,10,9,9,10,8,10,9,9,10,8,8,10,8,9,9,1,6,Debit Card,1,2,8, ,2,70,2,26,1,1,4,5,8,3,2,1,3,02/10/2018
200,753,CAROUSELL,7,7,7,7,7,6,0,7,6,8,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,6,7,1,5, ,1,1,7,6,6,30,2,30,2,1,4,5,8,3,2,2,2,2/14/2018
201,757,AMAZON,7,7,6,6,6,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,6,7,1,6,Debit Card,1,2,7, ,1,40,3,24,1,1,2,6,7,99,1,2,2,2/14/2018
202,758,WISH,9,9,9,9,10,9,1,9,10,8,9,9,8,10,8,9,9,10,8,9,9,8,10,9,9,8,9,1,1, ,1,2,7, ,2,70,2,31,1,1,2,4,8,3,2,2,2,2/14/2018
203,762,QOO10,9,10,9,10,10,9,0,10,10,8,9,9,8,10,9,9,10,8,9,9,8,10,10,8,9,8,8,1,6,Fund Transfer,1,1,7,10,3,30,2,23,1,1,98,98,6,99,1,1,2,2/14/2018
204,763,ZALORA,9,8,9,9,9,8,0,9,8,10,9,9,10,8,10,9,9,10,8,9,8,10,9,9,8,8,9,1,5, ,2,2, , ,1,239,2,34,2,1,4,5,8,3,2,1,2,2/14/2018
205,764,EZBUY,5,4,5,5,5,4,0,5,7,6,7,7,5,6,5,4,6,7,6,6,5,7,6,7,3,5,5,2,1, ,1,2,5, ,2,40,2,43,1,1,4,6,8,99,1,1,2,2/14/2018
206,767,QOO10,7,8,8,7,7,7,0,7,8,6,7,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,7,2,3, ,1,1,7,6,3,40,1,41,5,1,2,4,7,3,2,2,2,2/14/2018
207,768,ZALORA,8,8,8,8,7,6,0,7,8,6,7,7,8,6,8,7,7,8,6,7,7,6,8,6,7,7,6,1,2, ,1,2,7, ,2,60,3,25,1,1,3,6,8,99,1,2,2,2/14/2018
208,772,EZBUY,7,7,7,7,7,7,0,7,6,8,7,7,8,6,8,7,7,8,6,6,8,6,7,7,6,6,7,1,6,ibanking,2,1, ,8,1,100,2,45,1,1,2,97,4,1,2,1,2,2/14/2018
209,776,QOO10,7,7,7,6,6,6,0,6,7,6,6,7,6,7,7,6,7,6,6,7,7,6,6,7,6,7,7,1,6,Fund Transfer,1,1,7,7,2,40,3,40,1,1,2,5,7,3,2,2,2,02/09/2018
210,777,AMAZON,6,6,7,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,6,7,1,1, ,1,2,6, ,1,120,2,30,1,1,3,3,8,1,2,1,3,2/25/2018
211,779,ZALORA,8,9,9,8,8,8,1,8,8,7,9,8,9,7,8,9,8,8,7,9,7,8,8,8,7,7,9,1,1, ,1,1,8,8,2,75,3,30,1,1,3,4,6,4,2,2,3,2/25/2018
212,781,QOO10,7,8,8,7,7,7,0,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,7,1,3, ,1,1,7,6,5,50,2,37,1,1,1,4,6,1,2,1,3,2/25/2018
213,786,TAOBAO/TMALL,7,6,6,6,7,6,0,7,6,7,7,6,7,6,6,7,6,7,7,6,6,6,7,7,6,7,6,1,6,Debit Card,1,1,7,6,3,50,2,22,1,1,98,98,7,99,1,1,3,2/25/2018
214,792,CAROUSELL,7,6,7,7,7,7,0,7,6,8,7,7,8,6,8,7,7,8,6,6,8,7,8,6,8,7,7,1,5, ,1,1,7,8,1,180,3,26,1,1,4,5,6,3,2,1,3,2/25/2018
215,796,EBAY,7,7,7,7,7,7,0,7,8,6,7,7,6,8,7,8,6,7,7,6,8,6,7,7,6,7,7,2,2, ,1,1,7,8,1,200,2,43,2,1,98,98,8,4,2,2,3,2/24/2018
216,802,QOO10,8,9,7,8,8,8,0,8,8,9,7,8,7,9,8,8,9,7,7,9,7,8,8,7,7,9,8,1,1, ,1,1,8,6,4,80,3,32,1,1,5,6,8,99,1,2,3,2/24/2018
217,808,FAVE,8,9,8,8,8,7,0,8,7,9,8,8,9,7,7,9,7,8,8,7,9,8,97,9,7,9,8,1,1, ,1,2,8, ,5,50,2,29,1,1,2,4,7,99,1,1,3,2/24/2018
218,809,CAROUSELL,8,7,8,8,8,7,0,8,8,7,9,7,8,8,7,9,7,8,8,9,7,7,9,7,8,8,7,1,5, ,1,1,8,8,3,125,2,34,1,1,3,4,4,99,1,1,3,2/24/2018
219,811,CAROUSELL,7,7,7,7,7,7,0,7,6,6,8,7,8,6,7,7,8,8,6,8,7,7,8,6,8,8,7,2,5, ,1,1,7,8,2,100,3,37,1,1,4,5,8,99,1,2,3,2/24/2018
220,814,CAROUSELL,8,9,8,8,8,8,1,8,7,9,8,8,9,7,9,8,8,9,7,7,9,8,9,7,8,8,9,1,6,Bank Transfer,1,1,8,7,3,60,3,38,1,1,1,4,6,2,2,2,3,2/24/2018
221,816,EBAY,9,10,9,9,9,10,1,9,10,8,9,9,10,8,8,10,9,10,8,10,9,9,10,10,8,9,9,2,1, ,1,1,9,9,1,1000,2,26,1,1,1,3,6,99,1,2,3,2/24/2018
222,820,QOO10,7,8,8,8,7,7,0,7,6,6,8,7,8,6,8,7,7,8,8,6,8,7,7,8,6,8,7,2,1, ,1,1,7,6,1,120,1,38,1,1,1,2,6,99,1,1,3,2/24/2018
223,825,AMAZON,8,7,8,8,8,8,0,8,9,7,8,8,7,9,8,9,7,8,8,9,7,7,9,7,8,8,7,2,1, ,1,2,8, ,2,180,3,41,1,1,3,3,7,2,2,1,3,2/24/2018
224,827,FAVE,7,7,7,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,97,7,6,6,7,1,1, ,1,1,6,6,2,70,1,27,1,1,2,5,7,99,1,2,3,2/25/2018
225,833,SHOPBOP,7,7,7,7,7,6,0,7,6,6,8,7,8,6,7,7,6,8,7,8,6,8,7,7,6,6,7,2,1, ,1,2,7, ,1,200,1,40,1,1,4,5,7,3,2,2,3,2/25/2018
226,838,QOO10,7,7,7,7,6,6,0,7,7,6,6,7,6,7,7,6,7,6,6,7,7,6,7,6,6,7,6,1,4, ,1,1,6,6,3,20,2,23,1,1,2,5,7,99,1,2,3,2/25/2018
227,842,AMAZON,9,9,9,9,9,9,1,9,8,10,9,9,10,8,8,10,8,9,9,10,8,9,9,8,8,10,9,1,1, ,1,1,9,7,3,100,2,35,1,1,4,4,8,3,2,1,3,2/25/2018
228,843,EZBUY,9,10,9,9,10,9,0,9,8,8,10,9,8,10,9,10,8,10,9,9,10,8,10,9,9,10,9,2,1, ,1,2,9, ,4,80,3,38,1,1,3,4,4,2,2,1,3,2/25/2018
229,848,FAVE,7,8,7,6,6,8,0,7,6,8,7,7,6,6,8,6,7,7,6,6,7,8,6,7,7,6,7,2,6,Debit Card,1,2,7, ,2,300,3,35,1,1,2,4,7,3,2,1,3,2/25/2018
230,849,QOO10,8,7,8,8,8,9,0,8,9,7,8,8,9,7,9,8,8,7,7,9,7,8,8,9,7,7,8,2,3, ,1,1,9,7,6,40,3,43,1,1,4,6,8,4,2,2,3,2/25/2018
231,851,ZALORA,9,9,9,10,10,8,0,10,10,8,9,9,10,8,10,9,8,9,9,10,8,10,9,9,8,10,9,2,1, ,1,2,8, ,3,40,3,40,1,1,3,7,7,4,2,2,3,2/25/2018
232,852,AMAZON,9,9,9,9,10,7,1,9,10,8,9,9,8,10,9,10,8,9,9,8,10,8,9,9,8,10,9,1,1, ,1,2,8, ,2,100,1,28,1,1,2,5,6,99,1,2,3,2/25/2018
233,861,FAVE,9,9,9,9,9,9,0,9,8,10,9,9,10,8,8,10,8,9,9,10,8,10,9,9,8,10,9,1,1, ,2,1, ,9,6,80,1,33,1,1,5,7,8,99,1,2,4,2/24/2018
234,867,CAROUSELL,7,8,7,7,7,7,0,7,8,6,7,7,8,6,8,7,7,8,6,8,7,7,8,8,6,8,7,1,5, ,1,1,7,7,3,150,3,39,2,1,3,7,7,99,1,1,4,2/24/2018
235,869,TAOBAO/TMALL,9,8,9,9,9,9,0,9,8,9,8,10,9,10,8,9,9,8,10,9,9,8,8,10,9,8,9,2,1, ,1,1,9,8,3,200,3,35,1,1,5,7,8,3,2,1,4,2/24/2018
236,871,CAROUSELL,8,9,7,8,8,8,1,8,7,8,7,9,9,7,8,8,9,7,8,8,7,7,9,9,7,7,8,1,5, ,1,1,8,8,3,100,3,33,1,1,7,8,8,4,2,2,4,2/24/2018
237,877,EBAY,8,9,7,8,8,8,0,8,7,7,9,8,9,7,8,8,9,7,7,9,8,8,9,7,9,8,8,2,1, ,2,1, ,7,1,650,3,33,1,1,5,8,8,4,2,1,4,2/24/2018
238,881,LAZADA,8,7,7,8,9,8,0,9,8,8,9,8,10,9,10,8,9,9,8,10,9,8,9,9,8,8,10,1,2, ,2,2, , ,1,130,2,28,1,1,2,6,7,3,2,1,4,2/24/2018
